title,question,answer,lang_type,link
Delegasjonsreglement eller delegeringsreglement?,Vi arbeider med et nytt reglement for delegering av myndighet mellom ulike nivåer i kommuneadministrasjonen. Men heter det «delegasjonsreglement» eller «delegeringsreglement»? Søk på Internett viser at ca. halvparten av kommunene bruker det ene og den andre halvparten det andre.,"Ing-varianten i uttrykket delegering av myndighet ble den vanligste i løpet av 1960-åra. Språkrådet har anbefalt den siden 1983. Da må delegeringsreglement kunne brukes, sammen med delegeringsvedtak. Delegering er ifølge Bokmålsordboka ‘det å delegere’, mens en delegasjon er ‘utsendinger med fullmakt til å føre forhandlinger på vegne av en organisasjon, stat eller lignende’. Det er en forenkling, for tradisjonelt er delegasjon brukt mye også i den første betydningen, men Språkrådet har altså anbefalt å utnytte det skillet som grammatikken kan tilby på dette punktet. Det innebærer å skrive delegering i handlingsbetydningen, også i uttrykket delegering av myndighet. Varianten delegeringsreglement følger automatisk av dette valget. Ordet delegasjon kan altså reserveres for de nevnte utsendingene med fullmakt. Finn-Erik Vinje har omtrent det samme rådet i Moderne norsk (4. utg., 1987). Boksøk (n-gram, nb.no): Avissøk:",nob,https://sprakradet.no/spraksporsmal-og-svar/delegasjonsreglement-eller-delegeringsreglement/
Fordeler og ulemper med/ved,Jeg skjønner ut fra ordboka på nettet at det kan hete både fordelene/ulempene med noe og fordelene/ulempene ved noe. Men når skal jeg bruke hva?,"Du kan velge det du synes klinger best i sammenhengen. Det er ingen tydelig betydningsforskjell mellom variantene; det er snarere en dialekt- eller sosiolektforskjell. Med har blitt vanligere med tida, uten at det på noen måte er nytt. Ved er det vanlige på dansk, men det er også brukbar norsk. Sammenhengen kan bety noe. I et handlingsrettet utsagn som «Fordelen med/ved å gjøre det på denne måten er at …» vil nok mange nå velge med. Men hvis den som har en fordel/ulempe, er vanskeligere å få øye på, kan ved være mer nærliggende, som i «Det er en klar fordel ved situasjonen i Norge at …».",nob,https://sprakradet.no/spraksporsmal-og-svar/fordeler-og-ulemper-med-ved/
Paragrafteikn og mellomrom,Skal det vere mellomrom mellom paragrafteiknet og talet etter? Er det med andre ord rett med «§17» eller med «§ 17»?,"Det skal vere mellomrom mellom paragrafteiknet og talet. Skriv «§ 17». Ein må sjå på teiknet som ein forkorta skrivemåte for ordet, og i formuleringa «paragraf sytten» ser ein straks at det må vere mellomrom. Bruk hardt mellomrom, så skil ikkje teiknet og talet lag ved lineskifte.",nob,https://sprakradet.no/spraksporsmal-og-svar/paragrafteikn-og-mellomrom/
Faste – uttale,"Somme uttaler ordet faste og fastetid med kort a, andre med lang. Kva er rett?","Begge delar må reknast som rett, men kort a er nok det vanlegaste. Bokmålsordboka og Nynorskordboka har ikkje med opplysningar om uttalen av dette ordet, men eldre uttaleordbøker fører opp variantane med kort og lang a som valfrie. I Norsk uttaleordbok av Bjarne Berulfsen står fyrst /faste/ med kort a, men så kjem /fa:ste/ med lang a. Før den lange varianten står det «mest teologisk»! Den som ferdast blant prestar, vil altså truleg oftare høyre ordet uttalt med lang a. Tilbakemeldingar vi har fått frå katolikkar, tyder på at lang a fyrst og fremst er ein protestantisk vane. Det bør òg nemnast at uttalen er lang i dansk: /fæ:sde/.",nno,https://sprakradet.no/spraksporsmal-og-svar/faste-uttale/
Utredning og utgreiing,Hva er egentlig forskjellen på en utredning og en utgreiing?,"Ordene utgreiing og utredning viser stort sett til det samme fenomenet. Verbet å utrede har vi fra skriftfellesskapet med dansk, mens å greie ut er særnorsk. Derfor brukes utgreiing konsekvent i nynorsk. På bokmål står utrede og utredning fremdeles sterkt, som i tittelen på serien Norges offentlige utredninger. Når vi på skolen sier grei ut om dette, men i byråkratiet (oftere) utred dette, forteller det mer om hvor vi er, enn hva vi gjør. Når vi greier ut noe konkret (som hår), gjør vi det mindre flokete og mer oversiktlig. Jamfør også å greie garn eller å greie opp i ting. Å greie ut noe abstrakt (en sak) går ut på det samme. Å utrede er det samme som å rede ut ‘bringe klarhet i’. Å rede ut har blitt uvanlig. Det er vanskelig å få tak på innholdet i selve verbet rede i uttrykket rede ut hvis vi holder det sammen med andre norske ord. Vi forstår det bedre når vi går til danske ordbøker: rede ‘føre en kam eller børste (evt. fingrene) gennem håret så det sidder eller ligger pænt’. Rede i den «konkrete» betydningen er altså rett og slett å greie (eller gre) på vanlig norsk. Vi har også en særnorsk variant med samme opphav, nemlig å reie ut, men det betyr noe annet, nemlig å utstyre eller klargjøre (jf. skipsreder, nynorsk skipsreiar). Vi finner det samme ordet i uttrykket å re(ie) opp (senga). Substantivet greie kan bety ‘orden, skikk; klarhet; kunnskap’, omtrent som rede: En skjematisk oversikt til slutt: NYNORSK greie opp i noe greie garn greie (ut) hår greie ut saker ut grei ing gjere greie for ha greie på få greie på --- reie ut (utstyre, klargjøre) reie opp BOKMÅL greie opp i noe greie garn gre(ie) (ut) hår greie ut saker, ut rede saker ut grei ing, ut red ning gjøre greie for, gjøre rede for, rede gjøre for ha greie på få greie på / få rede på --- re(ie) ut (sjelden i denne bet.), ut rede (foreldet) re opp (sjelden: reie)",nno,https://sprakradet.no/spraksporsmal-og-svar/utredning-og-utgreiing/
Barnefødt,Hva betyr egentlig ordet barnefødt?,"Barnefødt (av gammelnorsk barnfǿddr) skal være knyttet til verbet fø ‘gi mat; fostre’. Det peker mot betydningen ‘oppfostret, oppvokst’. Et annet ord for det samme var i sin tid barnalinn (= barn-alen, «oppalt»). Men lenge har barnefødt kunnet bety både ‘født’ og ‘født og oppvokst’. Fødestedet (f.eks. fødebygda) var før i tida oftere også det stedet man ble oppfostret, så det har virkelig vært duket for sammenblanding av de to betydningene av å føde(s). Etter norrøn tid og langt opp mot vår egen har nok det vanligste vært å bruke ordet synonymt med født, og da som en slags retorisk understreking av fødestedet: «barnefødt der og der», eventuelt kombinert med en innbyggerbetegnelse, som i «barnefødt bergenser». Lenge har det også vært vanlig å bruke barnefødt om det å være både født og oppvokst på et sted. «Hun er barnefødt i Oslo» kan nå altså bety at hun ikke bare er født, men også har bodd det meste av barndommen i Oslo. Liknende tvetydighet finnes i svensk (se Svenska Akademiens ordbok) og dansk (se ordnet.dk). Barnefødt er da blitt mer eller mindre ekvivalent med engelsk «born and bred». (Det gamle «født og båren» er imidlertid dobbelt opp med født, jf. engelsk born og se II føde 3.3 i Ordbog over det danske Sprog). På svensk heter det barnfödd med - dd til slutt, som nynorsk også har. Merk likevel den nynorske samsvarsbøyningen han/ho er barnefødd – det er barnefødt – dei er barnefødde. Varianten barnfødd uten -e- (som i svensk og gammelnorsk) har også vært brukt i nynorsk, men står ikke i Nynorskordboka.",nno,https://sprakradet.no/spraksporsmal-og-svar/barnefodt/
Å føle på noe abstrakt og å kjenne på følelser,"Jeg har bodd i utlandet i noen år, og da jeg nylig kom tilbake, ble jeg oppmerksom på at svært mange sier og skriver at de «føler på» i stedet for bare «føler». Noen går så langt som til å «føle på » en sinnstilstand i stedet for å si rett ut hvilken sinnstilstand de er i. Endringen kan kanskje framstilles slik: Før: Jeg er sint (for/på) / Jeg føler sinne Jeg er urolig (for) / Jeg føler uro Jeg er takknemlig (for) / Jeg føler takknemlighet Jeg er (litt) ensom / Jeg føler meg (litt) ensom Jeg føler at / Jeg har følelsen av at Nå: Jeg føler på ET sinne (i forhold til) Jeg føler på EN uro (i forhold til) Jeg føler på EN takknemlighet (i forhold til) Jeg føler på EN ensomhet Jeg føler på at … Har jeg rett? Kan dere i så fall si noe om grunnen til endringen? Eller om hva som blir det neste? Å beføle et sinne eller en ensomhet?","Du har rett i at dette ikke har vært veldig utbredt særlig lenge. Kurven går rett til værs rundt år 2000. Hva som blir det neste, tør vi ikke si. Det var absolutt mulig å ordlegge seg slik før også (vi finner over hundre år gamle eksempler), men da var det markert og kanskje til og med poetisk språkbruk. Du er ikke alene om å undre deg (føle på en undring). Flere har skrevet til oss de siste årene og fortalt at de blir mer eller mindre matte av 1) at det «føles» så mye 2) at det føles eller kjennes PÅ abstrakte ting (sinnstilstander) 3) at de abstrakte tingene telles i utrengsmål (ET sinne) 4) at det føles på sinnstilstander «i forhold» til det tilstanden er utløst av eller kretser om Sagt på den nye måten «føler de PÅ EN avmakt i forhold til utviklingen» (de føler seg altså som avmektige vitner til utviklingen). Noen spør om uttrykksmåten har grunnlag i «å føle noe på seg». Det tror vi ikke at den har. Den viktigste forutsetningen for at vi kan snakke om å kjenne på abstrakte ting som følelser, er nok at det heter å kjenne på konkrete ting. (Det er litt vanskeligere å forklare føle på, for vi snakker sjelden om å føle på en konkret ting.) En allmenn faktor i språkbrukshistorien er ønsket om å uttrykke seg indirekte og mindre forpliktende; jamfør formuleringer som «undertegnede» for «jeg» eller «jeg tenker at» for «jeg mener/tror at». Vi tror det ønsket har gjort seg gjeldende her. Det finnes også et visst saklig (altså logisk) behov for slike indirekte uttrykk. Det virker for eksempel mer logisk å føle litt tomhet enn å føle seg litt tom. Enten er man tom, eller så er man ikke tom. Men tomhet kan man jo føle litt her og litt der. Uttrykket med tomhet kan altså graderes uten at det skurrer så mye – det er dermed mer fleksibelt. Uttrykk med tomhet er blant de eldste av dette slaget – de kan ha lagt grunnlag for liknende uttrykk som strengt tatt er mindre nødvendige. De som ordlegger seg på den nye måten, vil nok forsvare seg med at de synes den tradisjonelle uttrykksmåten med adjektiv er for sterk eller direkte. Å si at man er sint, er en sterk innrømmelse. Kanskje man bare (vil si at man) lurer på om man kan være i ferd med å bli sint? Da kan det være lettere å si man føler litt på et sinne i stedet. Likeledes: Å si «jeg er ensom» virker sikkert mer stemplende enn «jeg føler på en ensomhet». Noen ganger kan det dessuten være vanskelig å «skrive om» til noe mer direkte; det er ikke bare å sette inn et enkelt adjektiv i stedet for et abstrakt substantiv. Eksempler: «Han velger å reise utenlands i stedet for å bli hjemme og kjenne på nederlaget.» «Alt dette er ting hun går og føler på daglig.» Uansett kan vi slå fast at den nye uttrykksmåten er svært substantivisk. Den stikker seg derfor enda mer ut i nynorsk enn i bokmål, ja, den bryter tvert med det nynorske stilidealet, som blant annet går ut på å bruke verb og adjektiv for substantiv. «Beføling av tellelige abstrakter» er en ganske ny «terapeutisk» skikk. Det er fremdeles mulig å velge andre måter å snakke nyansert om følelsene sine på.",nno,https://sprakradet.no/spraksporsmal-og-svar/a-fole-pa-noe-abstrakt-og-a-kjenne-pa-folelser/
Milepæl eller milepel?,"I bokmålsordlisten min står både milepæl og milepel. Hvilken form anbefales i moderne, moderat bokmål?","Det er ikke godt å si hva som passer best, men -æ- er det vanligste. Diagrammet nedenfor viser den relative utbredelsen i norsk litteratur. Mellom 1917 og 1959 var pel obligatorisk. Det var sikkert ment som en tilnærming til den tids moderne, «pyntelige» uttale, og i alle fall som en slags forenkling. Men i realiteten er æ-varianten både mest tradisjonell og mest «moderne» i skrift. I 1959 kom varianten pæl inn igjen, og den stod alene til 2005, da det ble valgfrihet. Uttale av æ og e E kan ofte uttales æ og omvendt i norsk. Skrivemåten sier ikke alltid så mye om uttalen. For eksempel finnes det neppe noe sted i landet der alle disse ordene tradisjonelt uttales nøyaktig som de skrives: fæl, hæl, mæle, tæl, kvele, stjele og tele. Foran østlandsk tjukk l uttales både e og æ oftest som æ. Å pæle ‘streve’ har tjukk l og dermed æ-uttale. Men dette er et helt annet ord enn de som er aktuelle her. En pæl og (å pæle om å sette ned påler) har i liten grad blitt uttalt med tjukk l, siden påle (med tjukk l i øst) har vært det vanligste folkemålsordet for den aktuelle gjenstanden. I såkalt dannet talespråk har uttalen helst vært /pel/ (med tynn l). Det kan tale for å skrive e, men /pel/ kan i prinsippet godt skrives pæl også. Noen ganger har vi æ i et ord fordi en annen form av ordet eller et beslektet ord har å. Det er da gjerne såkalt omlyd, jamfør vekslinger som tå – tær, våt – væte/væske Påle og beslektede ord Nå er riktignok ikke pæl en avledning av påle med omlyd. Ordene er bare synonymer som kommer av samme rot. Påle har som nevnt vært det vanligste i norsk talemål rundt omkring i landet (jf. gammelnorsk páll, i siste instans fra latin palus). Grunnen til at de fleste i dag bruker snart påle, snart pæl/pel, er at den dansk-norske tradisjonen henger ujevnt igjen og er overrepresentert i formelle og høytidelige sammenhenger. Mange skriver nå f.eks. bryggepåle og pålehus. Her er det snakk om konkrete påler, så å -en duger på norsk (dansk har derimot bare pælehus). Likevel har pæleormen aldri fått smake på å -en. Milepæl er en høytidelig metafor, så den dansk-norske varianten dominerer. I forbindelse med grunnarbeid er det helst variantene pæling/peling som brukes, enda emnet skulle være konkret nok. (Svensk har pålning, nynorsk påling.) Det er dypest sett samme pæl-/pel- her som i milepæl. Det er det opprinnelig også i bopel, men sammenhengen er svekket, og ordet har gått sin egen vei: Æ -en ble ikke tatt inn igjen i bopel i 1959 eller 2005, så her er man nødt til å bruke e. (Dansk har både milepæl og bopæl.) Utvikling Utviklingen av milepæl og milepel i norsk litteratur (NB N-gram, nb.no):",nno,https://sprakradet.no/spraksporsmal-og-svar/milepael-eller-milepel/
Sjøkvinne ved sida av sjømann?,Kan eg nytte sjøkvinne i staden for sjømann om ei kvinne som har gått til sjøs og arbeider til dømes i maskinen på eit skip?,"Sjøkvinne er ikkje eit etablert og allment godteke norsk ord, men du kan saktens nytte det om du vil. Noko anna ord enn sjømann kjenner vi ikkje til som innarbeidd nemning på ein einskildperson som arbeider om bord. Ein er ofte nøydd til å skrive om for å få fram at det dreier seg om ei kvinne. Ordet sjøfolk kan berre løyse problemet i fleirtal, og ordet sjøfarar har ikkje rett valør. Ordet sjøkvinne har vore nytta sporadisk i nokre tiår, oftast med retorisk føremål. Det er mest historiske, ikkje grammatiske, grunnar til at det ikkje har fest seg. Her er eit døme på bruk i sakprosa. Den gravide sjømannen og skipsarbeidstakaren Regjeringa Stoltenberg II bytte ut ordet sjømann i sjømannslova med «arbeidstaker på skip» mellom anna fordi lova inneheldt permisjonsreglar for «gravid sjømann», sjå denne pressemeldinga og kapittel 7.1. i Prop. 115 L (2012–2013). Lova vart omdøypt til skipsarbeidslova. Men arbeidstakar på skip er ikkje eitt ord, og det er ikkje lett å bruke i alle samanhengar. Sjøfolk i utenriksfart har protestert, men lova er vedteken. Ordet skipsarbeidar/skipsarbeider har ei anna historie enn sjømann.",nob,https://sprakradet.no/spraksporsmal-og-svar/sjokvinne-ved-sida-av-sjomann/
Har dialektene egne ord og uttrykk?,Har dialektene sine egne ord og uttrykk? Er ikke dialekter bare forskjellige måter å uttale ord på? I farten kan jeg ikke komme på noen ord som bare finnes i én dialekt og ikke i noen andre.,"En dialekt trenger ikke ha egne ord og uttrykk for å eksistere, men det finnes mange ord som er spesielle for et lite dialektområde i Norge. Det er risikabelt å påstå noe om et enkelt ord, for før man vet ordet av det, dukker det opp der man minst ventet det. Men vi kan si noe mer allment: Før i tida var det trolig flere unike dialektord. Samtidig var mange ord som i dag kanskje er unike for én dialekt, mer utbredte. Ordet dialektord er ikke entydig. Ofte kalles et ord dialektord bare fordi det ikke finnes (eller fordi det uttales helt annerledes eller har en annen betydning) i standardspråket, og hos oss særlig i bokmål. Mange såkalte dialektordbøker er fulle av ord som er eller har vært vanlige i andre dialekter og i nynorsk. Hvis du vil lære om utbredelsen til enkeltord, er Norsk Ordbok et godt verktøy, men som en tommelfingerregel kan du gå ut fra at et ord har vært utbredt over et større område enn heimfestingene i Norsk Ordbok tyder på. Samtidig kan det være at bare noen få dialektbrukere på et sted kjenner et visst dialektord i dag. En kan ellers sammenligne det hele med at vanlig svensk og norsk bruksspråk vel har de fleste ordene felles, men at hvert av språkene også har ord som det andre ikke har. I historisk språkvitenskap kan man faktisk velge å se norsk og svensk som dialekter. Vi utfordrer leserne av dette stykket til å sende oss ord de mener er unike for deres dialekt. Så skal vi se om vi finner ordet i en eller annen form flere steder.",nno,https://sprakradet.no/spraksporsmal-og-svar/har-dialektene-egne-ord-og-uttrykk/
"Omkomme, bli drept",Jeg har to spørsmål om ordene drept og omkommet: 1) Kan man si at noen ble drept i en trafikkulykke? Eller heter det at de omkom? Krever ikke drept at noen drepte? 2) Kan man si at noen omkom når de døde av en sykdom?,"1) Folk kan både bli drept, omkomme og stryke med i en ulykke. Men man kan gjerne heller skrive at de døde eller mistet livet i ulykken (raset, brannen osv.). Selv om det kan virke ulogisk, brukes uttrykket å bli drept om det å dø brått på grunn av ytre omstendigheter, enten dødsfallet skyldes en drapshandling eller ikke. Jamfør kategorier som trafikkdrepte eller drepte i trafikken. Dette er ikke noe nytt, jamfør disse eksemplene fra Norsk Riksmålsordbok: bli drept miste livet (i ulykke e.l.); omkomme – tre aeroplaner styrtet ned. Fem officerer blev drept (Morgenbladet 1931/231/2/3) – han må være knust. Dræbt på stedet (Henrik Ibsen: Bygmester Solness 218) – hesten hans løp løpsk, og doktoren ble slengt ut av karjolen og drept (Margit Harsson: Kongevegen over Krokskogen LBK) – himmelkulen på verdensutstillingen i Paris har styrtet sammen. Ni mennesker drept (Ketil Bjørnstad: Historien om Edvard Munch 237) Når man bruker drept i betydningen omkommet, er det en god idé å presisere, for eksempel til drept i ulykken. Det er ikke vanlig å snakke om de drepte uten presisering; da heter heter det heller de omkomne (før også: de forulykkede, som ikke er helt entydig). I tradisjonelt norsk folkemål (dialekt) har det vært vanlig å bruke andre uttrykk, som late livet, gå til, sette til, stryke med og (på sjøen:) blive. 2) Nei, å omkomme av en sykdom er uvanlig ordlegging. Det heter helst at noen døde av en sykdom. Å omkomme er et gammelt oversettelseslån av tysk umkommen (jf. det aktive motstykket umbringen ‘drepe’). Da det kom inn i norsk, var det ganske sikkert ikke fordi man manglet ord for å dø på ymse vis. Det er nok heller slik at omkomme har trengt andre uttrykk ut av den formelle delen av stilregisteret. Når du synes det er vanskelig å velge, bør du vurdere miste livet. Men vær forsiktig med preposisjonsbruken; det er for eksempel ikke nødvendig å skrive «mistet livet til » der det mer prosaiske «døde av » duger.",nob,https://sprakradet.no/spraksporsmal-og-svar/omkomme-bli-drept/
Hvordan bøyes verbet «å dette»?,Jeg ser i Bokmålsordboka at verbet å dette har bøyinga å dette – detter – datt – har dettet. Dette kan vel umulig være riktig? Har dettet høres for meg ut som barnehagespråk.,"Det stemmer at verbet bøyes å dette – detter – datt – har dettet på bokmål. På nynorsk heter det å dette/detta – dett – datt – har dotte. Se artikkelen dette i Bokmålsordboka og Nynorskordboka. Bokmålsformen dettet kan virke litt pussig, men den er ganske regelrett. Noen eksempler fra den samme gruppa av sterke verb: Oslomål: smetti, detti, spretti, verpi Bokmål: smettet, dettet, sprettet, verpet Nynorsk: smotte, dotte, sprotte, vorpe I oslomål og bokmål finner vi altså ofte vokalen fra infinitivsformen igjen i partisippformen. Men den kan også ha blitt til u i partisipp i bokmål: Oslomål: sprekki, stikki Bokmål: sprukket, stukket Nynorsk: sprukke, stukke Dottet datt ut Partisippformen dottet er faktisk med i enkelte litt eldre ordbøker over bokmål/riksmål. I Norsk rettskrivningsordbok (1940) er den med i tillegg til dettet. Men dottet står i rund parentes, noe som ifølge forordet i ordboka markerer at formen er valgfri, og i tillegg at den likevel «passer mindre bra enn den andre i den sammenheng den står». I Norsk Riksmålsordbok (1937) bøyes verbet dette – datt – dettet, men i tillegg er formen dottet ført opp med merknaden «folkelig». Det vanligste i dialektene er har dotte/dotti (mest med å-uttale) og døtte/døtti. Formene som gjorde at dette datt mellom to stoler I konservativt bokmål regnes hele ordet som «familiært», enda det er et helt grunnleggende ord i de fleste norske dialekter (se naob.no). Det kan hende at nettopp de uvante partisippformene dettet og dottet (som begge er svært sjeldne i norsk talemål) har vært med på å ødelegge for bruken av hele ordet i skrift. I nynorsk har det aldri vært noen restriksjoner hverken mot ordet eller noen former av det. I islandsk er det også et fullverdig ord, brukt helt seriøst av høy og lav i hundrevis av år, akkurat som i gammelnorsk.",nno,https://sprakradet.no/spraksporsmal-og-svar/hvordan-boyes-verbet-a-dette/
Stein eller sten i curling?,Vi har begynt å se på curling og lurer på hva vi skal kalle den runde tingesten. Er stein like riktig som sten?,"I offisiell rettskrivning for bokmål er de to formene likestilt. Skriver du om (grå)stein ute, kan du selvsagt skrive om (curling)stein inne, og omvendt.",nob,https://sprakradet.no/spraksporsmal-og-svar/stein-eller-sten-i-curling/
Kveg på nynorsk?,"I den nyaste bibelomsetjinga til nynorsk kom eg over ordet kveg (Esekiel 8,8). Det ordet har vel ikkje noko i nynorsk å gjera?","Du tek nok litt feil, for ordet vart godkjent i nynorsk i år 2000. Det må likevel kallast eit stil- og tradisjonsbrot å bruka det i tekstar som speglar eit jordbrukssamfunn i eldre tid, i alle fall på nynorsk. I det tilsvarande norske samfunnet brukte ein heilt andre ord lokalt: naut, krøtter, (stor)fe og anna. Ordet kveg har aldri vore brukt i nynorskbiblar før. Jamvel i bokmålsbiblane er bruken av kveg halden på eit minimum. Ordet kjem ikkje frå norske bygdemål, men frå dansk skriftmål. I dei tidlegare danskspråklege biblane vi brukte her i landet, krydde det naturlegvis av kvæg. (I den nyaste danske bibelomsetjinga er det 124 døme på kvæg, som seg hør og bør.) I 1930 tok bibelspråket steget frå dansk(norsk) til norsk riksmål/bokmål, og det vart berre ståande att to tilfelle av kveg, resten vart stort sett omsett til storfe (nynorsk naut, seinare storfe). I 1978-omsetjingane finst det ikkje spor av kveg på nynorsk eller bokmål. I desse omsetjingane vart det lagt stor vekt på naturleg norsk målføring.",nno,https://sprakradet.no/spraksporsmal-og-svar/kveg-pa-nynorsk/
Sykmeldt eller sykemeldt?,"Heter det sykmeldt eller sykemeldt, altså med eller uten binde-e? Og har jeg lov til å skrive sjukmeldt?","Alt sammen er riktig. Du kan altså velge mellom disse fire parene: sykmeldt, sykmelding sykemeldt, sykemelding sjukmeldt, sjukmelding sjukemeldt, sjukemelding Se Bokmålsordboka. Språkhistorisk kan det også forsvares å kombinere f.eks. sykmeldt, med syk e meld ing (ikke omvendt), men det kan virke uryddig. I utgangspunktet het det sykmeldt/sjukmeldt, på linje med friskmeldt (ikke *friskemeldt). Det som ligger under, er å bli meldt syk/sjuk. E-en skyldes nok hovedsakelig påvirkning fra andre sammensetninger, som sykepleier og sykehus, der syke står for noe annet (jf. å pleie syke og hus for syke mennesker). Det er nok mulig å tolke sykemelding (men neppe sykmeldt) på samme måten. Derfor gjorde e-en seg gjeldende i syk(e)melding før den kom inn i syk(e)meldt. Det har sikkert også spilt en rolle at det kan høres noe som minner om en e-lyd, også når man sier sykmeldt (eller friskmeldt). Til slutt et søk i aviskilder (n-gram, nb.no):",nob,https://sprakradet.no/spraksporsmal-og-svar/sykmeldt-eller-sykemeldt/
Somtid og allveg = sometimes and always,"I ei bok som heiter Trønderkveld (1946), har eg komme over to tidsuttrykk som ikkje står i Bokmålsordboka eller Nynorskordboka: sumtid og allveg. Har dei noko med det engelske sometime(s) og always å gjere?","Ja, for så vidt som vi her har parallelle samansetningar i norsk og engelsk. Sumtid ‘av og til’ står i Nynorskordboka under somtid, og i Norsk Ordbok under sumtid. Saman med somme tider har ordet til nyleg vore utbreidd over heile landet. Det er lite av det i nyare bokmål og faktisk meir i dansk. Der heiter det gjerne sommetider, men på norsk bør det skrivast somtid eller somme tider. Allveg (òg uttalt allvei) har i nyare tid hatt eit mindre utbreiingsområde: Romsdal, Nordmøre og Sør-Trøndelag. Slik har det nok ikkje «allveg» vore. Ordet står i Norsk Ordbok.",nno,https://sprakradet.no/spraksporsmal-og-svar/somtid-og-allveg-sometimes-and-always/
"Overvekt, fedme",En hører ofte at overvekt og fedme (og overvektig og fet) brukes om det samme. Men er det egentlig helt riktig?,"Nei, det er ikke det samme, særlig ikke i fagspråket. Dette er et godt eksempel på forskjellen mellom dagligspråk eller allmennspråk på den ene siden og (medisinsk) fagspråk på den andre. For det første svarer ikke fet fullt ut til fedme, selv om det siste ordet er avledet av det første. F et/feit er alt i alt et mer subjektivt begrep, ikke minst gjelder det uttrykket for fe(i)t. Det samme gjelder selvsagt (for) tung, som rent logisk skulle svare til overvekt. For det andre: Allmennspråklig skulle man vente at overvekt var all vekt over en viss grense (jf. betydning 1 i Den Danske Ordbog), slik at fedme var en form for overvekt. På dansk Wikipedia er da også svær overvægt det samme som fedme. Men dette stemmer ikke med norsk fagspråk! I faglig sammenheng brukes den såkalte kroppsmasseindeksen (kg/m 2), forkortet til KMI (eller BMI, etter engelsk «body mass index»). Store norske leksikon sier: En BMI-verdi mellom 25 og 29,9 omtales som overvekt, mens en verdi over 30 omtales som fedme. Slik skilles det også i engelsk (med adjektivene overweight–obese), i svensk (övervikt–fetma) og i islandsk (ofþyngd–offita). På islandsk kan disse gradene også beint fram omtales som of þungur og of feitur (of = ‘for’). I artikkelen om overvekt finner vi denne tabellen:",nob,https://sprakradet.no/spraksporsmal-og-svar/overvekt-fedme/
Folk devil,Jeg er forskningssjournalist og lurer fælt på om det finnes noe godt norsk uttrykk som dekker det engelske folk devil. Jeg skriver om en moderne variant i forbindelse med en sak om moralsk panikk. Håper dere vet råd!,"Dette ser ut til å være et spesiallaget ord fra 1972 (jf. engelsk Wikipedia), og vi vet dessverre ikke om noe norsk ord som dekker nøyaktig det samme. Av og til er syndebukk o.l. presist nok, men i visse faglige sammenhenger bør du kanskje bruke det engelske ordet eller introdusere en ubrukt norsk ekvivalent. I landsmål og dialekter har man hatt ord som ei bygdeskræme, ei barneskræme (jf. busemann) og ei folkeskræme. Ei folkeskremme (som vi blant annet finner hos Asbjørnsen og Moe) har riktignok vært brukt med en litt annen nyanse, men det er kanskje ikke så nøye; begreper kan tøyes. Ellers har vi altså gamle ord som syndebukk (engelsk scapegoat), hoggestabbe, skyteskive og prygelknabe, som tar opp i seg noe av innholdet. Kombinerer en de tradisjonelle ordene med «for folkemeningen», «for opinionen» eller lignende («hoggestabbe for folkemeningen» osv.), kan en forklare mye gjennom ordbruken. I en stor engelsk-norsk ordbok er folk devil oversatt med «samfunnets sorte får» (‘det eller den som får skyld i at samfunnet går i oppløsning’).",nob,https://sprakradet.no/spraksporsmal-og-svar/folk-devil/
